EXISTING_INFO_ID,PROGRAM_SITE_ID,SITE_TYPE,PROGRAM_NAME,BASIN_NAME,GSA_NAME,GSP_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,URL_SITE,LOCATION_DESCRIPTION,ADDITIONAL_COMMENTS,COUNTY,CREATED_DT,UPDATED_DT
1324,5410004-004,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,Water Quality,Single,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410004-004&store_num=,,,Tulare,01/31/2020 16:19,01/31/2020 16:19
1334,5410019-007,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,Water Quality,Single,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410019-007&store_num=,,,Tulare,01/31/2020 16:19,01/31/2020 16:19
1371,5410020-006,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,Water Quality,Single,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410020-006&store_num=,,,Tulare,01/31/2020 16:19,01/31/2020 16:19
1380,Tejon MS Well,Groundwater Wells,SWRCB Division of Drinking Water Program,5-029 Castac Lake Valley,Castac Basin GSA,,SGMA,Water Quality,Deep Aquifer,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1431&tinwsys_st_code=CA,,,Kern,10/27/2020 15:50,10/27/2020 15:50
1392,"11070465",Stream Gage,USGS National Water Information System,8-005 San Jacinto,West San Jacinto GSA,,SGMA,Groundwater Storage,Principal aquifer system,http://waterdata.usgs.gov/nwis/uv?11070465,"Along Salt Creek at Murrieta Rd near Sun City, CA",Latitude-longitude method is interpolated from MAP. Name of location map is Romoland. Latitude-longitude accuracy is accurate to + or - 1 sec.,Riverside,11/18/2021 12:20,11/18/2021 12:20
1395,1100527-001,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=1100527%2D001,,,Glenn,01/05/2022 16:52,01/26/2022 14:34
1409,22N02W15C003M,Groundwater Wells,DWR,5-021.51 Corning,Corning Subbasin GSA,,SGMA,"Groundwater Levels,Water Quality",,https://data.cnra.ca.gov/dataset/water-quality-data/resource/a9e7ef50-54c3-4031-8e44-aa46f3c660fe,1/4 mile south of Road 9 and east of 4th Ave,Tuscan B Formation,Glenn,01/05/2022 16:52,01/26/2022 14:36
1413,22N02W18C002M,Groundwater Wells,DWR,5-021.51 Corning,Corning Subbasin GSA,,SGMA,"Groundwater Levels,Water Quality",,https://data.cnra.ca.gov/dataset/water-quality-data/resource/a9e7ef50-54c3-4031-8e44-aa46f3c660fe,"0.25 miles east of Road P.  Easiest to head south on Road P, then east along north side of canal.",Tuscan BC Formations,Glenn,01/05/2022 16:52,01/26/2022 14:37
1420,29Q01 Shallow,Groundwater Wells,DWR,5-021.51 Corning,Corning Subbasin GSA,,SGMA,"Groundwater Levels,Water Quality",,https://data.cnra.ca.gov/dataset/water-quality-data/resource/a9e7ef50-54c3-4031-8e44-aa46f3c660fe,0.75 miles south on Mt Shasta Avenue from Chittenden Road. In yellow monitoring can about 150 feet east of southeast corner of ag building.,,Tehama,01/05/2022 16:52,01/05/2022 16:34
1427,5200541-001,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA,"Groundwater Levels,Water Quality",,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5200541%2D001,,,Tehama,01/05/2022 16:52,01/05/2022 16:36
1429,5200551-002,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5200551%2D002,,,Tehama,01/05/2022 16:52,01/05/2022 16:52
1430,5200556-001,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5200556%2D001,,,Tehama,01/05/2022 16:52,01/05/2022 16:52
1439,5210001-001,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5210001%2D001,,,Tehama,01/05/2022 16:52,01/05/2022 16:52
1445,5210001-007,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5210001%2D007,,,Tehama,01/05/2022 16:52,01/05/2022 16:52
1450,BRE-MW1D,Groundwater Wells,Dairy,5-021.51 Corning,Corning Subbasin GSA,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=EDFDAIRY&samp_date=&global_id=WDR100038422&assigned_name=BRE%2DMW1D&store_num=,,,Tehama,01/05/2022 16:52,01/19/2022 11:36
1452,BRE-MW2D,Groundwater Wells,Dairy,5-021.51 Corning,Corning Subbasin GSA,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=EDFDAIRY&samp_date=&global_id=WDR100038422&assigned_name=BRE%2DMW2D&store_num=,,,Tehama,01/05/2022 16:52,01/19/2022 11:37
1454,BRE-MW3S,Groundwater Wells,Dairy,5-021.51 Corning,Corning Subbasin GSA,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=EDFDAIRY&samp_date=&global_id=WDR100038422&assigned_name=BRE%2DMW3S&store_num=,,,Tehama,01/05/2022 16:52,01/19/2022 11:38
1461,388882N1219471W001,Groundwater Wells,USBR Well Monitoring,5-021.67 Yolo,Yolo Subbasin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Tehama Formation,https://wdlbeta.water.ca.gov/GroundwaterBrowseData.aspx?SelectedCounties=&SiteCode=388882N1219471W001&LocalWellNumber=&StationId=16350&SelectedGWBasins=&StateWellNumber=,,State Well Number 12N01W14M001M,Yolo,01/10/2022 14:45,01/27/2022 15:20
1462,"11458000",Stream Gage,USGS,2-002.01 Napa Valley,County of Napa GSA,,SGMA Representative,"Interconnected Surface Waters,Interconnected Surface Waters",,https://waterdata.usgs.gov/nwis/uv?site_no=11458000,"Napa River near Napa, California",,Napa,01/11/2022 11:45,01/11/2022 11:45
1464,DR5677,Surveying/Benchmark Sites,NGS,2-002.01 Napa Valley,County of Napa GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,https://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=DR5677,Rutherford USGS Quadrant,,Napa,01/11/2022 12:21,01/11/2022 12:21
1475,2800580-001,Groundwater Wells,GAMA-DDW,2-002.01 Napa Valley,County of Napa GSA,,SGMA Representative,"Water Quality,Water Quality",,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602800580&assigned_name=2800580%2D001&store_num=,WELL 01. Located in the Napa Valley Floor-MST subarea,,Napa,01/13/2022 13:52,01/13/2022 13:52
1477,2800848-003,Groundwater Wells,GAMA-DDW,No Basin Found,County of Napa GSA,,SGMA Representative,"Water Quality,Water Quality",,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602800848&assigned_name=2800848%2D003&store_num=,WELL 003. Located in the Napa Valley Floor-MST subarea,,Napa,01/13/2022 13:52,01/13/2022 13:52
1479,2801029-004,Groundwater Wells,GAMA-DDW,2-002.01 Napa Valley,County of Napa GSA,,SGMA Representative,"Water Quality,Water Quality",,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602801029&assigned_name=2801029%2D004&store_num=,WELL 004. Located in the Napa Valley Floor-Yountville subarea,,Napa,01/13/2022 13:52,01/13/2022 13:52
1494,"381951122175401",Groundwater Wells,GAMA-USGS,2-002.01 Napa Valley,County of Napa GSA,,SGMA Representative,"Seawater Intrusion,Seawater Intrusion",,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=USGSNEW&samp_date=&global_id=USGS%2D381951122175401&assigned_name=USGS%2D381951122175401&store_num=,Located in the Napa Valley Floor-Napa subarea,,Napa,01/14/2022 14:59,01/14/2022 14:59
1499,2500801-002,Groundwater Wells,GAMA,1-002.01 Tulelake,Tulelake Irrigation District GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602500801&assigned_name=2500801%2D002&store_num=&__cf_chl_jschl_tk__=73A9Y160NRqX9gVtyXxzORMn716wKd38JmHrFf50e7Q-1642532700-0-gaNycGzNCr0,,,Modoc,01/18/2022 12:06,01/18/2022 12:06
1504,385394N1218020W001,Groundwater Wells,USBR Well Monitoring,5-021.67 Yolo,Yolo Subbasin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters",Tehama Formation,https://wdlbeta.water.ca.gov/GroundwaterBrowseData.aspx?LocalWellNumber=&StationId=8703&StateWellNumber=&SelectedCounties=&SiteCode=385394N1218020W001&SelectedGWBasins=,,SWN 08N02E18M002M,Yolo,01/19/2022 12:00,01/27/2022 15:20
1508,"61493",Groundwater Wells,GeoTracker,5-021.66 Solano,Solano Subbasin GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100012332&assigned_name=SVWQC00011&store_num=,,,Solano,01/19/2022 20:06,01/19/2022 20:06
1517,4810008-007,Groundwater Wells,DDW,5-021.66 Solano,Solano Subbasin GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604810008&assigned_name=4810008%2D007&store_num=,,,Solano,01/19/2022 20:06,01/19/2022 20:06
1532,P266,Continuous GPS,P266,5-021.66 Solano,Solano Subbasin GSA,,SGMA Representative,Land Subsidence,,https://www.unavco.org/instrumentation/networks/status/nota/overview/P266,,,Solano,01/20/2022 09:33,01/20/2022 09:33
1550,5100138-001,Groundwater Wells,Division of Drinking Water,5-021.64 North American,South Sutter Water District GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 5100138-001,,,Sutter,01/21/2022 09:37,01/21/2022 09:37
1556,"384000000000000",Groundwater Wells,National Water Information System,5-021.64 North American,Reclamation District No. 1001 GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=USGSNEW&samp_date=&global_id=USGS%2D384330121293901&assigned_name=USGS%2D384330121293901&store_num=&__cf_chl_jschl_tk__=0bxSByCi3ZRZBGoC2D84ipIA1IDa38dPDhqa_lXnCAc-1642618812-0-gaNycGzNCtE,,,Sutter,01/21/2022 09:45,01/21/2022 09:45
1567,3104508-001,Groundwater Wells,Division of Drinking Water,5-021.64 North American,West Placer GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name=3104508-001,,,Placer,01/21/2022 09:47,01/21/2022 09:47
1571,3110004-007,Groundwater Wells,Division of Drinking Water,5-021.64 North American,West Placer GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3110004-007,,,Placer,01/21/2022 09:47,01/21/2022 09:47
1599,3400278-001,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3400278-001,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1605,3400416-001,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3400416-001,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1620,3410001-020,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-020,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1642,3410001-070,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-070,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1650,3410001-081,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-081,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1657,3410001-092,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-092,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1661,3410001-098,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-098,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1669,3410001-133,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-133,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1689,3410004-009,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410004-009,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1695,3410006-007,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410006-007,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1701,3410007-005,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410007-005,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1707,3410009-010,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410009-010,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1727,3410013-024,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410013-024,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1734,3410020-018,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410020-018,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1740,3410020-030,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410020-030,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1754,3410020-055,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410020-055,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1756,3410020-057,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410020-057,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1757,3410026-002,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410026-002,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1774,3410031-016,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410031-016,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1780,3410045-005,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410045-005,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1781,3410018-025,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410018-025,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1786,3410018-031,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410018-031,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1787,3410018-021,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410018-021,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1839,2710001-007,Groundwater Wells,Division of Drinking Water,3-004.02 East Side Aquifer,Salinas Valley Basin GSA - East Side Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602710001&assigned_name=2710001%2D007&store_num=,,,Monterey,01/21/2022 10:52,01/21/2022 10:52
1841,2710001-013,Groundwater Wells,Division of Drinking Water,3-004.02 East Side Aquifer,Salinas Valley Basin GSA - East Side Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602710001&assigned_name=2710001%2D013&store_num=,,,Monterey,01/21/2022 10:52,01/21/2022 10:52
1877,2708852-001,Groundwater Wells,Division of Drinking Water,3-004.02 East Side Aquifer,Salinas Valley Basin GSA - East Side Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602708852&assigned_name=2708852%2D001&store_num=,,,Monterey,01/21/2022 10:52,01/21/2022 10:52
1880,2700101-001,Groundwater Wells,Division of Drinking Water,3-004.02 East Side Aquifer,Salinas Valley Basin GSA - East Side Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602700101&assigned_name=2700101%2D001&store_num=,,,Monterey,01/21/2022 10:52,01/21/2022 10:52
1881,2702681-001,Groundwater Wells,Division of Drinking Water,3-004.02 East Side Aquifer,Salinas Valley Basin GSA - East Side Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602702681&assigned_name=2702681%2D001&store_num=,,,Monterey,01/21/2022 10:52,01/21/2022 10:52
