"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","State or Federal Agency ID","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Source Agency","Latitude","Longitude","County","State","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional Representative District","Congressional Representative","Section, Township, or Range Location","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Purpose","Purposes","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Lock Width (Ft)","Years Modified","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL"
"Cle Elum Dike 2","","","WA00274","S003","WA00274S003","RECLAMATION","Federal","Federal","","0","DOI WPRS","","No","No","","No","No","No","Bureau of Reclamation","47.252900000000004","-121.0635","Kittitas","Washington","CLE ELUM","10","CLE ELUM RIVER","Congressional District 08, Washington","Kim Schrier (D)","S2,?Ã¡T20N,?Ã¡R14E","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","","","Earth","Earth","","","13","","","13","Less than 25 feet","97","0","1932","1930-1939","437000","437000","437000","4812","","","","0","0","0","0","","","2021-05-24","2020-08-12","1","Low","Not Available","","Yes","2020-06-19","https://damsafety.org/washington"
"Antilon Lake Dam","","","WA00081","","WA00081","LAKE CHELAN RECLAMATION DIST","Public Utility","Public Utility","CH47-0081","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.960924","-120.15252699999999","Chelan","Washington","MANSON","5","TR-JOHNSON CREEK","Congressional District 08, Washington","Kim Schrier (D)","S36 T29 R21E","","","","","","","","","Irrigation","Irrigation;Recreation","Earth","Earth","Earth","Rock;Soil","65","65","65","65","51-100 feet","300","0","1913","1910-1919","2900","2900","1920","118","2.54","360","","0","0","0","0","","","2021-04-09","2018-11-16","5","High","Satisfactory","2018-11-16","Yes","2019-11-26","https://damsafety.org/washington"
"Meyers Falls","","","WA00020","","WA00020","Hydro Technology Systems, Inc.","Private","Private","02544-01-01","2","Washington Water Power","","No","No","","No","No","No","Federal Energy Regulatory Commission","48.595200000000006","-118.0584","Stevens","Washington","None                                              ","1","Colville River                ","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","T36N,R38E,S29,WM","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Hydroelectric","Recreation;Hydroelectric","Gravity","Earth;Gravity","Earth","Rock","21","23","25.5","25.5","25-50 feet","306","","1961","1960-1969","32","32","32","10","1007","5450","Controlled","94.2","","","","","Slide (sluice gate);Other Controlled","2021-06-14","2017-08-01","3","Low","Not Available","","Not Required","2019-12-19","https://damsafety.org/washington"
"Cushman No. 1 Spillway","","","WA00145","S001","WA00145S001","City of Tacoma","Public Utility","Public Utility","00460-01-02","2","Harza Engineering Co.","","No","No","","No","No","No","Federal Energy Regulatory Commission","47.418166","-123.224989","Mason","Washington","Skokomish Indian Res                              ","15","North Fork Skokomish River    ","Congressional District 06, Washington","Derek Kilmer (D)","T22N,R4W,S5,WM","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Hydroelectric","Recreation;Hydroelectric","Concrete","Earth;Gravity;Concrete","Concrete","Rock;Soil","46","47.300000000000004","54.800000000000004","54.800000000000004","51-100 feet","340","29510","1990","1990-1999","482757","482757","453350","4010","95","41000","Controlled","90","","","","","Tainter (radial)","2021-06-14","2020-09-30","1","High","Not Available","","Yes","2021-02-05","https://damsafety.org/washington"
"Selah Naches Ranch Reservoir","","","WA01964","","WA01964","ZIRKLE FRUIT COMPANY","Private","Private","YA38-1964","0","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.66445514","-120.5859634","Yakima","Washington","YAKIMA/FRUITDALE","4","OFFSTREAM - BUCKSKIN SLOUGH","Congressional District 04, Washington","Dan Newhouse (R)","S33 T14 R18E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Plastic","Soil","20","20","20","20","Less than 25 feet","500","0","2004","Since 2000","26","26","22.7","2.1","0.08","780","","0","0","0","0","","","2021-04-09","2018-05-30","5","High","Fair","2018-05-30","Yes","2019-09-18","https://damsafety.org/washington"
"Potters Pond Dam","","","WA00731","","WA00731","US FISH AND WILDLIFE SERVICE","Federal","Federal","WA00731","0","U.S. Fish & Wildlife Service","","No","No","","No","No","No","Fish and Wildlife Service","48.425598","-117.662201","Stevens","Washington","","","Diversion from Bear Creek through Potters Pond ","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","SECTION 20,TOWNSHIP 34 N,RANGE 41 E","Fish and Wildlife Service","","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","Earth","","","11","11","12","12","Less than 25 feet","470","9747","1959","1950-1959","118","118","42","11.8","0.46","153","","43","0","0","0","2018H","Other Controlled","2021-05-21","2018-08-14","5","Low","Fair","2018-08-14","Not Required","","https://damsafety.org/washington"
"Twin Lakes","","","WA00277","","WA00277","BIA","Federal","Federal","","0","","","No","No","","No","No","No","Bureau of Indian Affairs","48.27366","-118.37480000000001","Ferry","Washington","INCHELIUM","8","STRANGER CREEK","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S15 T32N R35E 33","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond","Earth","Earth","","","","","25","25","25-50 feet","300","0","1940","1940-1949","60000","","60000","","","","Controlled","0","0","0","0","","","2018-10-04","2012-08-20","5","High","Not Available","","Yes","2015-09-02","https://damsafety.org/washington"
"Des Moines Ck Reg Det Facility East Berm","","","WA00693","","WA00693","PORT OF SEATTLE","Local Government","Local Government","KI09-0693","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.42546448","-122.3078992","King","Washington","","","","Congressional District 09, Washington","","","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","","","17.5","14","17.5","17.5","Less than 25 feet","450","","2009","Since 2000","53","53","31","","1.6300000000000001","","","","","","","","","2021-04-09","2020-07-09","5","High","Satisfactory","2020-07-09","Yes","2016-04-26","https://damsafety.org/washington"
"Lawrence Orchards Dam","","","WA01943","","WA01943","LAWRENCE ORCHARDS","Private","Private","GR41-1943","0","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.94312014","-119.4357927","Grant","Washington","NONE","0","OFFSTREAM","Congressional District 04, Washington","Dan Newhouse (R)","S21 T17 R27E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Plastic","Rock;Soil","13","13","13","13","Less than 25 feet","1900","0","1995","1990-1999","23","23","17.5","2.8000000000000003","","","","0","0","0","0","2013O","","2021-04-09","2019-05-04","5","High","Fair","2019-05-04","Yes","2015-07-01","https://damsafety.org/washington"
"Spring Hill Saddle Dam","","","WA00360","","WA00360","WENATCHEE HEIGHTS RECLAIMATION DIST","Public Utility","Public Utility","CH40-0360","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.305040999999996","-120.333722","Chelan","Washington","MALAGA","10","TR-STEMILT CREEK-OFFSTREAM","Congressional District 08, Washington","Kim Schrier (D)","S16 T21 R20E","","","","","","","","","Irrigation","Irrigation;Recreation","Earth","Earth","Earth","Rock;Soil","12","12","12","12","Less than 25 feet","250","0","1918","1910-1919","340","340","280","33","0.43","","","0","0","0","0","1994O","","2021-04-09","2018-05-16","5","High","Satisfactory","2018-05-16","Yes","2020-04-20","https://damsafety.org/washington"
"Samish Wd Sewage Lagoon No. 1","","","WA01989","","WA01989","SAMISH WATER DISTRICT","Public Utility","Public Utility","SK03-1989","0","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.64345563","-122.3703488","Skagit","Washington","NONE","0","OFFSTREAM - FRIDAY CR.","Congressional District 02, Washington","Rick Larsen (D)","S1 T36 R3E","","","","","","","","","Other","Other","Earth","Earth","Plastic","Soil","8","8","9.5","9.5","Less than 25 feet","1200","0","1974","1970-1979","36.5","22","36.5","8.4","0.01","","","0","0","0","0","","","2021-04-09","2015-10-22","5","Significant","Satisfactory","2015-10-22","Yes","2017-07-01","https://damsafety.org/washington"
"Great Depression Dam","Over The Ridge Dam","","WA01781","","WA01781","STEMILT AG SERVICES","Private","Private","CH40-1781","0","SITKA INC","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.332316999999996","-120.325211","Chelan","Washington","NONE","0","SQUILCHUCK CREEK - OFFSTREAM","Congressional District 08, Washington","Kim Schrier (D)","S9 T21 R20E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Plastic","Rock;Soil","22","22","22","22","Less than 25 feet","210","0","1998","1990-1999","37","37","30","2.46","0.06","202","","0","0","0","0","1997O","","2021-04-09","2018-05-17","5","High","Fair","2018-05-17","Yes","2018-07-01","https://damsafety.org/washington"
"Issaquah Highlands Detention Pond","","","WA00707","","WA00707","ISSAQUAH CITY","Local Government","Local Government","KI08-0707","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.541919","-122.013939","King","Washington","","","","Congressional District 08, Washington","","","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","","","22","22","22","22","Less than 25 feet","600","","2008","Since 2000","53","53","44","","0.28","","","","","","","","","2021-04-09","2018-04-26","5","High","Satisfactory","2018-04-26","Yes","2009-10-01","https://damsafety.org/washington"
"Tyson Fresh Meats Pasco Brine Pond 8","","","WA02032","","WA02032","TYSON FOODS","Private","Private","WW32-2032","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.14345944","-118.9019004","Walla Walla","Washington","","","","Congressional District 04, Washington","","","","","","","","","","","Other","Other","Earth","Earth","","","13","13","13","13","Less than 25 feet","463","","2010","Since 2000","36","36","30","","0.01","","","","","","","","","2021-04-09","","5","Significant","Not Rated","","Yes","2014-01-07","https://damsafety.org/washington"
"Two Rivers Sand and Gravel Extraction Pond","","","WA00766","","WA00766","TWO RIVERS SAND AND GRAVEL INC","Private","Private","CH45-0766","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.83581863","-120.8447787","Chelan","Washington","","","","Congressional District 08, Washington","","","","","","","","","","","Tailings","Tailings;Other","Earth","Earth","","","","","","0","Less than 25 feet","","","1994","1990-1999","0","","","","","","","","","","","","","2021-04-09","2017-10-11","5","Significant","Not Rated","","No","","https://damsafety.org/washington"
"Columbia Marsh Unit #1 Dam","","","WA00316","","WA00316","US FISH AND WILDLIFE SERVICE","Federal","Federal","WA00316","0","Bureau of Sport Fisheries and Wildlife","","No","No","","No","No","No","Fish and Wildlife Service","46.958335999999996","-119.260002","Grant","Washington","","","LOWER CRAB CREEK","Congressional District 04, Washington","Dan Newhouse (R)","S14,T17N,R28E","Fish and Wildlife Service","","","","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","Earth","Earth;Unlisted/Unknown","Rock;Soil","20","20","25","25","25-50 feet","2500","185200","1958","1950-1959","570","570","325","58","5.2","1018","","181","0","0","0","1997O","Slide (sluice gate);Other Controlled;Other Controlled","2021-05-21","2012-09-25","5","Low","Poor","2012-09-25","Not Required","","https://damsafety.org/washington"
"Long Lake East Dam","","","WA00746","","WA00746","US FISH AND WILDLIFE SERVICE","Federal","Federal","WA00746","0","US Fish and Wildlife Service Office of Engineering","","No","No","","No","No","No","Fish and Wildlife Service","47.438713","-117.605301","Spokane","Washington","","","unnamed tributary","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S35, T23N, R41E","Fish and Wildlife Service","","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","Earth","","Soil","25","11","25","25","25-50 feet","2100","46713","1960","1960-1969","9178","9178","1238","234","4.3100000000000005","272","Controlled","10","0","0","0","","Other Controlled;Other Controlled","2021-05-21","2013-10-31","5","Low","Fair","2013-10-31","Not Required","","https://damsafety.org/washington"
"North","","","WA00266","","WA00266","RECLAMATION","Federal","Federal","","0","","","No","No","","No","No","No","Bureau of Reclamation","47.9403","-119.0177","Grant","Washington","SOAP LAKE","24","UPPER GRAND COULEE RIVER","Congressional District 04, Washington","Dan Newhouse (R)","","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Flood Risk Reduction","Irrigation;Navigation;Hydroelectric;Flood Risk Reduction","Earth","Earth","Bituminous Concrete","Rock","145","77","145","145","Greater than 100 feet","1450","1473000","1950","1950-1959","1275000","1275000","1275000","27000","263","","None","200","0","0","0","","","2021-05-24","2020-08-25","1","High","Not Available","","Yes","2020-06-03","https://damsafety.org/washington"
"French Canyon","","","WA00433","","WA00433","RECLAMATION","Federal","Federal","","0","CH2M Hill","","No","No","","No","No","No","Bureau of Reclamation","46.7117","-120.7921","Yakima","Washington","TIETON","2","NORTH FORK COWICHE","Congressional District 04, Washington","Dan Newhouse (R)","S11 T14 R16E","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Irrigation","Irrigation","Earth","Earth","Bituminous Concrete","Rock","74","68","74","74","51-100 feet","1050","0","1985","1980-1989","1265","1265","670","21","16","23000","Uncontrolled","130","0","0","0","","","2021-05-24","2020-08-03","1","High","Not Available","","Yes","2020-06-19","https://damsafety.org/washington"
"Blackhorse East Dam","","","WA00744","","WA00744","US FISH AND WILDLIFE SERVICE","Federal","Federal","WA00744","0","US Fish and Wildlife Service Office of Engineering","","No","No","","No","No","No","Fish and Wildlife Service","47.419998","-117.540001","Spokane","Washington","","","Rock Creek","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S5, T22N, R42E","Fish and Wildlife Service","","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","Earth","","Soil","12","12","12","12","Less than 25 feet","155","5350","1960","1960-1969","212","212","85","20.900000000000002","0.24","46","Controlled","4","0","0","0","","Other Controlled","2021-05-21","2013-10-28","5","Low","Poor","2013-10-28","Not Required","","https://damsafety.org/washington"
"Kennewick Sewage Lagoon System","","","WA01769","","WA01769","KENNEWICK CITY PUBLIC WORKS","Local Government","Local Government","BE31-1769","0","J-U-B ENGINEERS","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.210239","-119.099993","Benton","Washington","KENNEWICK","0","OFFSTREAM-COLUMBIA","Congressional District 04, Washington","Dan Newhouse (R)","S6 T8 R30E","","","","","","","","","Other","Other","Earth","Earth","Plastic","Rock;Soil","24","24","24","24","Less than 25 feet","600","0","1997","1990-1999","286","286","246","0.75","0.03","50","","0","0","0","0","1996O","","2021-04-09","2016-03-23","5","High","Satisfactory","2016-04-27","Yes","2012-08-01","https://damsafety.org/washington"
"Regulating Basin South Dam","Tolt","","WA00238","S001","WA00238S001","City of Seattle","Local Government","Local Government","02959-02-02","2","Carey & Kramer Consulting Engineers","","No","No","","No","No","No","Federal Energy Regulatory Commission","47.7006","-121.7827","King","Washington","Carnation                                         ","11","North & South Fork Tolt River ","Congressional District 01, Washington","Suzan K. DelBene (D)","N 1/2 SEC 33, T26N, R8E","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Water Supply","Hydroelectric;Water Supply","Earth","Earth","Earth","Soil","35","29","35","35","25-50 feet","250","0","1962","1960-1969","882","882","","","250","0","","0","","","","","","2021-06-14","2020-09-30","1","High","Not Available","","Yes","2021-01-05","https://damsafety.org/washington"
