provider_id,nhdpv2_COMID,nhdpv2_REACHCODE,nhdpv2_REACH_measure,Type_HUC12,Type_Gages,Type_TE,Type_NID,Type_WBIn,Type_WBOut,Type_Conf,Dam Name,Other Names,Former Names,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude,Longitude,County,State,City,Distance to Nearest City (Miles),River or Stream Name,Congressional Representative District,Congressional Representative,"Section, Township, or Range Location",Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks,Lock Width (Ft),Years Modified,Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL
76343,3503977,16030003000543,0,160300030306,NA,NA,UT00644,NA,NA,1923624,Cottonwood Wash Detention Basin,NA,NA,NA,UT00644,RICHFIELD CITY CORPORATION,Local Government,Local Government,UT00644,0,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,38.78683674,-112.0840952,Sevier,Utah,RICHFIELD,0.5,COTTONWOOD WASH,"Congressional District 02, Utah",Chris Stewart (R),"24,23S~3W SL",NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,NA,NA,45,50,50,25-50 feet,4500,NA,1986,1980-1989,820,820,695,NA,20,194,NA,NA,NA,NA,NA,NA,NA,2021-03-17,2020-05-06,2,High,Satisfactory,NA,Yes,NA,https://damsafety.org/utah
76459,1202190,16030005012633,0,160300050102,NA,NA,UT00269,NA,NA,NA,Scipio Lake,NA,NA,NA,UT00269,SCIPIO IRRIGATION COMPANY,Private,Private,UT00269,0,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,39.12350341,-112.0541008,Millard,Utah,SCIPIO,9,ROUND VALLEY CREEK,"Congressional District 02, Utah",Chris Stewart (R),"34,19S~2W SL",NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,NA,NA,NA,16,18,18,Less than 25 feet,975,NA,1936,1930-1939,11700,11700,10400,NA,64,50,NA,NA,NA,NA,NA,NA,NA,2021-03-17,2019-06-11,2,Significant,Not Rated,NA,Yes,NA,https://damsafety.org/utah
76539,1215039,16030007000074,0,160300070202,NA,NA,UT00298,NA,NA,1923343,Three Creeks (Beaver),NA,NA,NA,UT00298,KENT`S LAKE IRRIGATION COMPANY,Private,Private,UT00298,0,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,38.29871047,-112.4215341,Beaver,Utah,BEAVER,18,BEAVER RIVER,"Congressional District 02, Utah",Chris Stewart (R),"09,29S~5W SL",NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,NA,NA,NA,100,105,105,Greater than 100 feet,347,NA,1949,1940-1949,2430,2430,2024,NA,12,165,NA,NA,NA,NA,NA,NA,NA,2021-03-17,2020-06-09,1,High,Satisfactory,NA,Yes,NA,https://damsafety.org/utah
76731,11204674,16040105000005,0,160401051301,NA,NA,NV10798,NA,NA,NA,Marigold Trout Creek Dam,NA,NA,NA,NV10798,SS MARIGOLD INC.,Private,Private,J-666,0,NA,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,40.6904,-117.1844,Humboldt,Nevada,VALMY,8,TROUT CREEK,"Congressional District 02, Nevada",Mark E. Amodei (R),064 N32 E43 06B,NA,NA,NA,NA,NA,NA,NA,NA,Other,Irrigation;Other,Earth,Earth,Earth,Rock;Soil,90,0,0,90,51-100 feet,0,0,2012,Since 2000,885.2,885.2,215,24,14,0,Uncontrolled,50,0,0,0,NA,Slide (sluice gate),2021-04-05,2019-06-04,5,Low,Poor,2012-04-11,Not Required,NA,https://damsafety.org/nevada
76778,11208356,16040105002998,0,160401050804,NA,56224,NV10626,NA,NA,1936103,Ts Ranch Power Plant Evap Ponds,NA,NA,NA,NV10626,NEVADA GOLD MINES LLC,Private,Private,J-569,0,NA,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,40.749,-116.518,Eureka,Nevada,BATTLE MOUNTAIN,5,HUMBOLDT RIVER-OS,"Congressional District 02, Nevada",Mark E. Amodei (R),061 N33 E48 12B,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,Earth,Earth,Plastic,Soil,9.2,6.2,10.2,10.2,Less than 25 feet,7515,165000,2007,Since 2000,556.3000000000001,556.3000000000001,430,81,0.2,5,None,0,0,0,0,NA,Other Controlled,2021-04-05,2019-06-06,5,Low,Fair,NA,Not Required,NA,https://damsafety.org/nevada
77093,8942039,16050101001051,0,160501010500,10337500,NA,CA10162,NA,120053784,NA,Lake Tahoe,NA,NA,NA,CA10162,RECLAMATION,Federal,Federal,NA,0,Private Entity,NA,No,No,NA,No,No,No,Bureau of Reclamation,39.167100000000005,-120.144,Placer,California,TRUCKEE,17,TRUCKEE RIVER,"Congressional District 04, California",Tom McClintock (R),NA,Bureau of Reclamation,Bureau of Reclamation,NA,NA,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Irrigation,Irrigation,Buttress,Buttress;Concrete;Other,Bituminous Concrete,Rock,18,10,18,18,Less than 25 feet,109,400,1913,1910-1919,732000,732000,732000,120000,122200,0,None,0,0,0,0,1990E;1990S,NA,2021-05-24,2020-08-04,1,High,Not Available,NA,Yes,NA,https://damsafety.org/california
77171,8920581,16050201000385,0,160502010503,NA,NA,NV10624,NA,NA,1961974,Carson City South Storage Ponds,NA,NA,NA,NV10624,CITY OF CARSON CITY,Local Government,Local Government,NA,0,NA,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,39.11131,-119.75432,Carson City,Nevada,CARSON CITY,0,CLEAR CREEK-OS,"Congressional District 02, Nevada",Mark E. Amodei (R),104 N14 E20 05AA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Irrigation;Other,Earth,Earth,Earth,Soil,10,7,11,11,Less than 25 feet,2000,150000,NA,Undetermined,60,60,40,3,0.1,10,None,0,0,0,0,NA,Slide (sluice gate),2021-04-05,2017-08-31,5,Low,Fair,NA,Not Required,NA,https://damsafety.org/nevada
77276,10734688,16050304000215,0,160503040202,NA,NA,NV10101,NA,NA,NA,Cat Creek,Cat Creek Reservoir,NA,NA,NV10101,Hawthorne Army Depot,Federal,Federal,Nv10101,0,DOI BR;Re Layton & A,NA,No,No,NA,No,No,No,US Army,38.54555,-118.71271,Mineral,Nevada,Hawthorne Army Depot,2.2,Cat Creek,"Congressional District 04, Nevada",Steven Horsford (D),S14 T8N R29E,US Army,US Navy,Bureau of Reclamation,US Navy,US Army,US Army,US Army,US Army,Water Supply,Water Supply,Arch,Arch;Concrete,Concrete,Rock,100,97,123,123,Greater than 100 feet,235,6720,1932,1930-1939,155,155,155,7,17,375,Uncontrolled,50,NA,NA,NA,1958,Slide (sluice gate);Valve;Valve,2021-05-04,2009-12-03,4,High,Not Available,NA,Yes,2007-10-02,https://damsafety.org/nevada
77830,4556948,16010202001314,0,NA,10080000,NA,ID00059,NA,NA,NA,Grace Main,NA,NA,NA,ID00059,PacifiCorp,Private,Private,00020-02-01,2,NA,NA,Yes,Yes,IDWR,Yes,Yes,Yes,Federal Energy Regulatory Commission,42.5874,-111.7283,Caribou,Idaho,Grace,2,Bear River,"Congressional District 02, Idaho",Michael K. Simpson (R),"S.1,T.10S,R.40E,BM",NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Irrigation,Irrigation;Hydroelectric,Timber Crib,Rockfill;Timber Crib,Unlisted/Unknown;Unlisted/Unknown,Rock,51,38,52,52,51-100 feet,180.5,13520,1908,1900-1909,1100,1100,900,45,4070,12500,Uncontrolled,120,NA,NA,NA,NA,NA,2021-06-14,2020-09-30,1,Significant,Not Available,NA,Yes,2020-12-30,https://damsafety.org/idaho
77860,10276858,16020102000638,0,NA,10133700,NA,UT00664,NA,NA,1920493,Hi Ute - Three Mile Canyon,NA,NA,NA,UT00664,HI UTE INVESTMENT COMPANY,Private,Private,UT00664,0,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,40.73018613,-111.5624246,Summit,Utah,"HI UTE RANCH,I-80, E",1,THREE MILE CANYON,"Congressional District 01, Utah",Rob Bishop (R),"24,1S~4E SL",NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,NA,NA,NA,25,30,30,25-50 feet,250,NA,NA,Undetermined,25,25,20,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-17,2016-06-09,5,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/utah
77903,10396937,16020304000278,0,NA,10172700,NA,UT00312,NA,NA,NA,Vernon,NA,NA,NA,UT00312,VERNON IRRIGATION COMPANY,Private,Private,UT00312,0,NRCS;USDA NRCS,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,39.9901718,-112.3841206,Tooele,Utah,VERNON,8,VERNON CREEK,"Congressional District 02, Utah",Chris Stewart (R),"34,9S~5W SL",NA,NA,Natural Resources Conservation Service,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,NA,NA,NA,41,52,52,51-100 feet,885,NA,1973,1970-1979,1300,1300,560,NA,26,30,NA,NA,NA,NA,NA,NA,NA,2021-05-24,2019-09-11,2,Significant,Not Rated,NA,Yes,NA,https://damsafety.org/utah
77929,5301135,16030004000060,0,NA,10210000,NA,UT00507,NA,NA,NA,Mt. Pleasant - Pleasant Creek (Upper),NA,NA,NA,UT00507,MT. PLEASANT CITY,Local Government,Local Government,UT00507,0,USDA NRCS,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,39.54684774,-111.3924065,Sanpete,Utah,MT. PLEASANT,3,PLEASANT CREEK,"Congressional District 04, Utah",Ben McAdams (D),"05,15S~5E SL",NA,NA,Natural Resources Conservation Service,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,NA,NA,10,20,20,Less than 25 feet,2100,NA,NA,Undetermined,0,NA,0,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-24,2020-06-10,3,Significant,Not Rated,NA,Yes,NA,https://damsafety.org/utah
77989,8944443,16050101000054,0,NA,10336785,NA,CA01106,NA,NA,1959863,Emergency Effluent Holding,NA,NA,NA,CA01106,South Tahoe Public Utility District,Public Utility,Public Utility,1062.002,0,NA,NA,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,California,38.9155,-119.9653,El Dorado,California,South Lake Tahoe,0,Tr Heavenly Vy Cr,"Congressional District 04, California",Tom McClintock (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Water Supply,Irrigation;Water Supply;Flood Risk Reduction,Earth,Earth,NA,NA,27,25,NA,27,25-50 feet,3250,69000,1961,1960-1969,184,184,NA,17,0.03,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-09,2019-10-30,1,High,Satisfactory,2017-09-01,Yes,2020-08-14,https://damsafety.org/california
77997,8944411,16050101000126,36.50905,NA,10336760,NA,NV10683,NA,NA,NA,Fridays Station Dam,NA,NA,NA,NV10683,EDGEWOOD COMPANIES,Private,Private,J-702,0,R O ANDERSON ENGINEERING INC,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,38.96626,-119.93603,Douglas,Nevada,STATELINE,0,EDGEWOOD CREEK,"Congressional District 02, Nevada",Mark E. Amodei (R),090 N13 E18 26BB,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,"Irrigation;Flood Risk Reduction;Fire Protection, Stock, Or Small Fish Pond",Earth,Earth,Earth,Rock;Soil,25,21,23,25,25-50 feet,140,5000,1970,1970-1979,24,24,15,2,4,20,Uncontrolled,1,0,0,0,2014,Slide (sluice gate),2021-04-05,2020-11-05,3,Significant,Poor,2008-07-16,Yes,2014-11-24,https://damsafety.org/nevada
78007,8931712,16050102000010,0,NA,10351600,NA,NV10121,NA,NA,NA,Derby Diversion,NA,NA,NA,NV10121,RECLAMATION,Federal,Federal,NA,0,NA,NA,No,No,NA,No,No,No,Bureau of Reclamation,39.5859,-119.4481,Washoe,Nevada,DERBY,5,TRUCKEE RIVER,"Congressional District 02, Nevada",Mark E. Amodei (R),NA,Bureau of Reclamation,Bureau of Reclamation,NA,NA,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Irrigation,Irrigation,Concrete,Concrete,Bituminous Concrete,Rock,31,15,31,31,25-50 feet,1331,37000,1904,1900-1909,2500,2500,2000,NA,NA,NA,Controlled,0,0,0,0,NA,NA,2021-05-24,NA,3,Low,Not Available,NA,Not Required,NA,https://damsafety.org/nevada
78051,11432929,16050201003298,0,NA,10311300,NA,NV10623,NA,NA,1962573,Carson City Treatment Plant Drying Beds,NA,NA,NA,NV10623,CITY OF CARSON CITY,Local Government,Local Government,NA,0,NA,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,39.16328,-119.72638,Carson City,Nevada,CARSON CITY,0,EAGLE CREEK-OS,"Congressional District 02, Nevada",Mark E. Amodei (R),104 N15 E20 15CA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,Earth,Earth,Earth,Soil,12,9,13,13,Less than 25 feet,3000,300000,NA,Undetermined,100,100,0,10,0.1,0,None,0,0,0,0,NA,None,2021-04-05,2017-08-31,5,Low,Fair,NA,Not Required,NA,https://damsafety.org/nevada
78175,664780,16010203000070,0,NA,NA,NA,UT00377,NA,NA,1901487,Blacksmith Fork,Blacksmith Upper,NA,NA,UT00377,City of Hyrum,Local Government,Local Government,00946-01-01,1,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Federal Energy Regulatory Commission,41.6271,-111.6783,Cache,Utah,Hyrum,10,Blacksmith Fork Logan River,"Congressional District 01, Utah",Rob Bishop (R),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Fish and Wildlife Pond;Hydroelectric,Earth,Earth,NA,NA,14,NA,15,15,Less than 25 feet,260,NA,1972,1970-1979,42,42,22,6,NA,1700,Uncontrolled,65,NA,NA,NA,NA,NA,2021-06-14,2020-09-30,1,Significant,Not Available,NA,Yes,2018-12-06,https://damsafety.org/utah
78175,664780,16010203000070,0,NA,NA,NA,UT00462,NA,NA,1901487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78286,10388822,16020204000196,0,NA,NA,NA,UT21471,NA,NA,1921421,Kennecott Sedimentation Pond(96-59-06md),NA,NA,NA,UT21471,"KENNECOTT UTAH COPPER , LLC",Private,Private,UT21471,0,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,40.74007953,-112.08345,Salt Lake,Utah,NA,0,OFF STREAM,"Congressional District 02, Utah",Chris Stewart (R),"17,1S~2W SL",NA,NA,NA,NA,NA,NA,NA,NA,Tailings,Tailings,Earth,Earth,NA,NA,NA,15,15,15,Less than 25 feet,2850,NA,NA,Undetermined,148,NA,148,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-17,NA,5,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/utah
79335,22878297,17010101000325,93.34245,170101010708,12301933,NA,MT00652,NA,22886855,NA,Libby Dam,Lake Koocanusa,NA,NA,MT00652,USACE - Seattle District,Federal,Federal,NA,0,CE,No,No,No,NA,No,No,No,US Army Corps of Engineers,48.4102884800001,-115.31426552,Lincoln,Montana,LIBBY,17,KOOTENAI RIVER,"Congressional District 00, Montana",Greg Gianforte (R),S33; T31N; R29W,US Army Corps of Engineers;Forest Service,US Army Corps of Engineers;Forest Service,US Army Corps of Engineers;Forest Service,US Army Corps of Engineers;Forest Service,US Army Corps of Engineers,US Army Corps of Engineers;Forest Service,US Army Corps of Engineers;Forest Service,US Army Corps of Engineers,Hydroelectric,Recreation;Hydroelectric;Flood Risk Reduction,Gravity,Gravity,NA,NA,0,362,422,422,Greater than 100 feet,2890,375000,1973,1970-1979,6027000,6027000,5809000,46500,8985,150000,Controlled,48,0,0,0,NA,Vertical Lift,2021-10-22,2020-07-15,5,High,Not Available,NA,Yes,2021-04-05,NA
79463,24294698,17010201000757,0,170102010808,NA,NA,MT01379,NA,NA,NA,Hoover Creek Dam,Schmook Gulch/Anderson Dam,NA,NA,MT01379,UNA ANDERSON,Private,Private,NA,0,NA,NA,Yes,Yes,DNRC,Yes,Yes,Yes,Montana,46.6342,-112.9851,Powell,Montana,DRUMMOND,13,HOOVER CREEK,"Congressional District 00, Montana",Greg Gianforte (R),S9 10N 11W,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,NA,NA,25,25,NA,25,25-50 feet,200,NA,1972,1970-1979,86,86,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-08,NA,NA,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/montana
79607,22912402,17010203008532,0,170102030406,NA,NA,MT00017,NA,NA,NA,Nevada Creek Dam,NA,NA,NA,MT00017,STATE WATER PROJECTS,State,State,76F -Z-119809-0,0,NA,NA,Yes,Yes,DNRC,Yes,Yes,Yes,Montana,46.802400000000006,-112.8107,Powell,Montana,HELMVILLE,9,NEVADA CREEK,"Congressional District 00, Montana",Greg Gianforte (R),S11 12N 10W,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,NA,Rock,105,88,NA,105,Greater than 100 feet,1083,NA,1938,1930-1939,15903,15903,11152,368,145,16800,Uncontrolled,100,NA,NA,NA,NA,NA,2021-04-08,2020-05-18,5,High,Satisfactory,2018-06-19,Yes,2019-08-01,https://damsafety.org/montana
79692,24320906,17010205000824,0,170102050704,NA,NA,MT03858,NA,NA,1483627,Little Sleeping Child Creek Dam,NA,NA,NA,MT03858,WAYNE KELLY,Private,Private,NA,0,NA,NA,Yes,Yes,DNRC,Yes,Yes,Yes,Montana,46.1094,-114.1064,Ravalli,Montana,HAMILTON,NA,LITTLE SLEEPING CHILD CREEK,"Congressional District 00, Montana",Greg Gianforte (R),S8 4N 20W,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Irrigation;Recreation,Earth,Earth,NA,NA,34.5,33,34.5,34.5,25-50 feet,350,0,1927,1920-1929,73,73,59,NA,11.25,800,Uncontrolled,0,NA,NA,NA,2003,NA,2021-04-08,2018-11-20,5,High,Satisfactory,2018-06-18,Yes,2017-12-04,https://damsafety.org/montana
79704,24321250,17010205000983,1.39155,170102051505,NA,NA,MT03826,NA,NA,NA,Sharp Reservoir,NA,NA,NA,MT03826,"SIMMERMAN,  ERICA",Private,Private,NA,0,NA,NA,Yes,Yes,DNRC,Yes,Yes,Yes,Montana,46.637800000000006,-114.0086,Ravalli,Montana,MISSOULA,20,OFFSTREAM OF EIGHTMILE CREEK,"Congressional District 00, Montana",Greg Gianforte (R),S8 10N 19W,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation;Recreation,Earth,Earth,NA,NA,22,19,22,22,Less than 25 feet,2300,NA,1960,1960-1969,105,105,80,NA,NA,362,NA,NA,NA,NA,NA,NA,NA,2021-04-08,2018-10-30,5,High,Satisfactory,2018-06-18,Yes,2012-01-16,https://damsafety.org/montana
79711,22940954,17010205010257,0,170102051603,NA,NA,MT03856,NA,NA,NA,Spartan/Playfair Park Retention Basins,South Hills Flood Retention Dams,NA,NA,MT03856,CITY OF MISSOULA,Local Government,Local Government,NA,0,WGM GROUP,NA,Yes,Yes,DNRC,Yes,Yes,Yes,Montana,46.83833333,-114.0105079,Missoula,Montana,MISSOULA,0,OFFSTREAM,"Congressional District 00, Montana",Greg Gianforte (R),S33 13N 19W,NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,Soil,8,7,8,8,Less than 25 feet,5520,0,2003,Since 2000,150.4,150.4,115.6,NA,0,75,Uncontrolled,0,NA,NA,NA,NA,NA,2021-04-08,2019-11-21,5,High,Satisfactory,2018-06-18,Yes,2015-01-05,https://damsafety.org/montana
80017,22988683,17010215117111,0,170102150309,NA,NA,ID00318,NA,22992347,NA,Priest Lake,NA,NA,NA,ID00318,NA,State,State,97-2020,0,NA,NA,Yes,Yes,IDWR,Yes,Yes,Yes,Idaho,48.4906,-116.9027,Bonner,Idaho,PRIEST RIVER,40,PRIEST LAKE  PRIEST RIVER,"Congressional District 01, Idaho",Russ Fulcher (R),6,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,NA,Concrete,Concrete,Rock;Soil,12,8,NA,12,Less than 25 feet,194,NA,1979,1970-1979,76100,NA,76100,23800,572,4400,Controlled,194,NA,NA,NA,NA,None,2021-04-05,2019-05-09,4,Significant,Not Available,NA,Yes,2002-03-01,https://damsafety.org/idaho
80053,23002228,17010302000094,0,170103020102,12413125,NA,ID00309,NA,NA,1491703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80053,23002228,17010302000094,0,170103020102,12413125,NA,ID00385,NA,NA,1491703,Star No 6,NA,NA,NA,ID00385,NA,Private,Private,94-xx18,0,NA,NA,Yes,Yes,IDWR,Yes,Yes,Yes,Idaho,47.4881,-115.8941,Shoshone,Idaho,WALLACE,1,CANYON CREEK SOUTH FORK COEUR D ALENE RIVER,"Congressional District 01, Idaho",Russ Fulcher (R),25,NA,NA,NA,NA,NA,NA,NA,NA,Tailings,Tailings,NA,Earth,Earth,Rock;Soil,33.3,33.3,NA,33.3,25-50 feet,2866,NA,1979,1970-1979,175,NA,175,7.7,0.1,0,None,0,NA,NA,NA,NA,NA,2021-04-05,2018-10-04,1,High,Not Available,NA,Yes,NA,https://damsafety.org/idaho
80063,24379391,17010303000109,10.98672,170103030405,NA,NA,ID00500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80112,23015048,17010305000013,0,170103050200,12419000,NA,ID00220,NA,NA,NA,Post Falls Middle Channel,NA,NA,NA,ID00220,Avista Corporation,Private,Private,02545-05-01,4,Washington Water Power,NA,Yes,Yes,IDWR,Yes,Yes,Yes,Federal Energy Regulatory Commission,47.709118,-116.961023,Kootenai,Idaho,Greenacres Subdivision,11,Spokane River,"Congressional District 01, Idaho",Russ Fulcher (R),"T50N,R5W,S4,BM",NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Fish and Wildlife Pond;Recreation;Hydroelectric;Other,Gravity,Gravity,Concrete,Rock,64,58.4,64,64,51-100 feet,215,NA,1906,1900-1909,225000,NA,225000,48000,3784,NA,None,0,NA,NA,NA,NA,NA,2021-06-14,2020-09-30,1,High,Not Available,NA,Yes,2020-12-31,https://damsafety.org/idaho
80114,23015166,17010305000058,0,170103050302,NA,NA,ID00153,NA,NA,NA,Twin Lakes,NA,NA,NA,ID00153,NA,Local Government,Local Government,95-0973,0,NA,NA,Yes,Yes,IDWR,Yes,Yes,Yes,Idaho,47.8582,-116.8644,Kootenai,Idaho,RATHDRUM,4,TWIN LAKES  RATHDRUM CREEK,"Congressional District 01, Idaho",Russ Fulcher (R),17,NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,NA,Concrete,Concrete,Rock;Soil,14.3,12,NA,14.3,Less than 25 feet,75,NA,2005,Since 2000,9090,NA,9090,959,51,770,Controlled,18,NA,NA,NA,NA,NA,2021-04-05,2017-08-10,4,Significant,Not Available,NA,Not Required,2005-01-01,https://damsafety.org/idaho
80158,23022058,17010307000774,0,170103070105,NA,NA,WA00068,NA,NA,NA,Nine Mile,NA,NA,NA,WA00068,Avista Corporation,Private,Private,02545-03-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,47.774778,-117.544671,Spokane,Washington,Suncrest Development,5,Spokane River,"Congressional District 05, Washington",Cathy McMorris Rodgers (R),"T26N,R42E,S6,WM",NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Fish and Wildlife Pond;Recreation;Hydroelectric,Gravity,Gravity;Concrete,Concrete,Rock,58,68,87,87,51-100 feet,466,NA,1908,1900-1909,4600,NA,4600,440,4998,60000,Controlled,225,NA,NA,NA,NA,NA,2021-06-14,2020-09-30,1,High,Not Available,NA,Yes,2020-12-31,https://damsafety.org/washington
80198,23033556,17020001001075,0,170200010407,NA,NA,WA00277,NA,NA,NA,Twin Lakes,NA,NA,NA,WA00277,BIA,Federal,Federal,NA,0,NA,NA,No,No,NA,No,No,No,Bureau of Indian Affairs,48.27366,-118.3748,Ferry,Washington,INCHELIUM,8,STRANGER CREEK,"Congressional District 05, Washington",Cathy McMorris Rodgers (R),S15 T32N R35E 33,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",Earth,Earth,NA,NA,NA,NA,25,25,25-50 feet,300,0,1940,1940-1949,60000,NA,60000,NA,NA,NA,Controlled,0,0,0,0,NA,NA,2018-10-04,2012-08-20,5,High,Not Available,NA,Yes,2015-09-02,https://damsafety.org/washington
